"author_crop" "variable" "Mean_sc"
"1" "Garratt_potts_Brassica_napus" "Apis_Teff" -0.364789487376545
"2" "Garratt_potts_Brassica_napus" "Apis_Teff" -0.58177878267936
"3" "Garratt_potts_Brassica_napus" "Apis_Teff" -0.698619172457799
"4" "Garratt_potts_Brassica_napus" "Apis_Teff" -0.498321361409046
"5" "Garratt_potts_Brassica_napus" "Apis_Teff" -0.631853235441548
"6" "Garratt_potts_Brassica_napus" "Apis_Teff" -0.698619172457799
"7" "Garratt_potts_Brassica_napus" "Apis_Teff" -0.698619172457799
"8" "Garratt_potts_Brassica_napus" "Apis_Teff" -0.698619172457799
"9" "garrett_apple" "Apis_Teff" 0.568603509382135
"10" "garrett_apple" "Apis_Teff" -0.955394513864607
"11" "garrett_apple" "Apis_Teff" 0.187604003570449
"12" "garrett_apple" "Apis_Teff" -0.193395502241236
"13" "garrett_apple" "Apis_Teff" 0.568603509382135
"14" "garrett_apple" "Apis_Teff" 0.378103756476292
"15" "garrett_apple" "Apis_Teff" -0.764894760958764
"16" "garrett_apple" "Apis_Teff" -0.764894760958764
"17" "garrett_field_bean" "Apis_Teff" 0.285095656674027
"18" "garrett_field_bean" "Apis_Teff" -0.304551656934202
"19" "garrett_field_bean" "Apis_Teff" -0.582032745691016
"20" "garrett_field_bean" "Apis_Teff" -0.373921929123405
"21" "garrett_field_bean" "Apis_Teff" -0.547347609596414
"22" "garrett_field_bean" "Apis_Teff" -0.582032745691016
"23" "garrett_field_bean" "Apis_Teff" -0.443292201312609
"24" "garrett_field_bean" "Apis_Teff" -0.582032745691016
"25" "Howlett_Allium_cepa" "Apis_Teff" 1.83297879084933
"26" "Howlett_Allium_cepa" "Apis_Teff" 0.282969584956443
"27" "Howlett_Allium_cepa" "Apis_Teff" -0.290735121120793
"28" "Howlett_Allium_cepa" "Apis_Teff" -0.268088882723007
"29" "Howlett_Allium_cepa" "Apis_Teff" 0.174770890389245
"30" "Howlett_Allium_cepa" "Apis_Teff" 0.308132072065094
"31" "Howlett_Allium_cepa" "Apis_Teff" -0.119630208781968
"32" "Howlett_Allium_cepa" "Apis_Teff" 0.0766371906655076
"33" "Howlett_Allium_cepa" "Apis_Teff" 1.94117748541653
"34" "Howlett_Allium_cepa" "Apis_Teff" 2.94767696976255
"35" "Howlett_Allium_cepa" "Apis_Teff" 3.25717556119896
"36" "Howlett_Brassica_rapa" "Apis_Teff" 0.590655877522783
"37" "Howlett_Brassica_rapa" "Apis_Teff" 1.22752892467666
"38" "Howlett_Brassica_rapa" "Apis_Teff" 1.05277717393322
"39" "Howlett_Brassica_rapa" "Apis_Teff" 2.1401214007813
"40" "Howlett_Brassica_rapa" "Apis_Teff" 1.97313639451534
"41" "Howlett_Brassica_rapa" "Apis_Teff" -0.345236832014316
"42" "Howlett_Brassica_rapa" "Apis_Teff" -0.710273822456173
"43" "Howlett_Brassica_rapa" "Apis_Teff" -0.34912020425306
"44" "Howlett_Brassica_rapa" "Apis_Teff" -0.391837298879234
"45" "Howlett_Brassica_rapa" "Apis_Teff" 2.01973686138026
"46" "Howlett_Brassica_rapa" "Apis_Teff" 1.98090313899283
"47" "Howlett_Brassica_rapa" "Apis_Teff" 1.16151159661803
"48" "Howlett_Brassica_rapa" "Apis_Teff" 0.120767836634862
"49" "Howlett_Daucus_carota" "Apis_Teff" -0.7719522452884
"50" "Howlett_Daucus_carota" "Apis_Teff" 0.0583355511726806
"51" "Howlett_Daucus_carota" "Apis_Teff" -0.678398690757574
"52" "Howlett_Daucus_carota" "Apis_Teff" -0.748563856655693
"53" "Howlett_Daucus_carota" "Apis_Teff" -0.327572861266977
"54" "Howlett_Daucus_carota" "Apis_Teff" -0.526374164644982
"55" "Howlett_Daucus_carota" "Apis_Teff" -0.596539330543101
"56" "Howlett_Daucus_carota" "Apis_Teff" -0.257407695368857
"57" "Rader_Mangifera_indica" "Apis_Teff" -0.382329922121962
"58" "Rader_Mangifera_indica" "Apis_Teff" -0.450614739049661
"59" "Rader_Mangifera_indica" "Apis_Teff" -0.400539206636015
"60" "Rader_Mangifera_indica" "Apis_Teff" 0.414326275367856
"61" "Rader_Mangifera_indica" "Apis_Teff" -0.400539206636015
"62" "Rader_Mangifera_indica" "Apis_Teff" -0.150161544567786
"63" "Rader_Mangifera_indica" "Apis_Teff" -0.368672958736422
"64" "Rader_Mangifera_indica" "Apis_Teff" -0.400539206636015
"65" "Rader_Mangifera_indica" "Apis_Teff" -0.241207967138051
"66" "Rader_Mangifera_indica" "Apis_Teff" -0.450614739049661
